Year,UNIT_MEASURE,Spol,Starosna dob,Value
2013,Broj,M,10,18852
2013,Broj,M,11,18927
2013,Broj,M,12,19792
2013,Broj,M,13,20142
2013,Broj,M,14,20940
2013,Broj,M,15,23451
2013,Broj,M,16,26860
2013,Broj,M,17,26386
2013,Broj,M,18,25720
2013,Broj,M,19,22483
2013,Broj,M,20,20046
2013,Broj,M,21,22471
2013,Broj,M,22,24919
2013,Broj,M,23,24879
2013,Broj,M,24,24568
2013,Broj,M,25,25613
2013,Broj,M,26,25705
2013,Broj,M,27,25385
2013,Broj,M,28,25978
2013,Broj,M,29,26567
2013,Broj,M,30,25918
2013,Broj,M,31,26042
2013,Broj,M,32,25977
2013,Broj,M,33,25484
2013,Broj,M,34,25172
2013,Broj,M,35,25311
2013,Broj,M,36,25257
2013,Broj,M,37,25960
2013,Broj,M,38,25048
2013,Broj,M,39,24569
2013,Broj,M,40,24243
2013,Broj,M,41,25114
2013,Broj,M,42,24288
2013,Broj,M,43,23137
2013,Broj,M,44,24813
2013,Broj,M,45,24860
2013,Broj,M,46,25923
2013,Broj,M,47,26306
2013,Broj,M,48,26622
2013,Broj,M,49,26376
2013,Broj,M,50,26608
2013,Broj,M,51,27608
2013,Broj,M,52,27483
2013,Broj,M,53,26932
2013,Broj,M,54,27522
2013,Broj,M,55,25408
2013,Broj,M,56,24635
2013,Broj,M,57,25307
2013,Broj,M,58,25459
2013,Broj,M,59,24767
2013,Broj,M,60,24264
2013,Broj,M,61,22001
2013,Broj,M,62,19976
2013,Broj,M,63,19791
2013,Broj,M,64,18938
2013,Broj,M,65,16093
2013,Broj,M,66,17233
2013,Broj,M,67,13168
2013,Broj,M,68,11390
2013,Broj,M,69,11182
2013,Broj,M,70,10708
2013,Broj,M,71,11682
2013,Broj,M,72,12526
2013,Broj,M,73,13023
2013,Broj,M,74,11915
2013,Broj,M,75,11246
2013,Broj,M,76,10531
2013,Broj,M,77,9642
2013,Broj,M,78,8361
2013,Broj,M,79,7623
2013,Broj,M,80,6198
2013,Broj,M,81,5674
2013,Broj,M,82,4618
2013,Broj,M,83,4065
2013,Broj,M,84,3214
2013,Broj,M,85,2842
2013,Broj,M,86,1811
2013,Broj,M,87,1307
2013,Broj,M,88,902
2013,Broj,M,89,693
2013,Broj,M,90,477
2013,Broj,M,91,338
2013,Broj,M,92,232
2013,Broj,M,93,173
2013,Broj,M,94,91
2013,Broj,M,95,31
2013,Broj,M,96,26
2013,Broj,M,97,15
2013,Broj,M,98,19
2013,Broj,M,99,17
2013,Broj,M,100,8
2013,Broj,M,101,4
2013,Broj,M,102,8
2013,Broj,M,103,4
2013,Broj,M,104,5
2013,Broj,M,105,3
2013,Broj,M,106,4
2013,Broj,M,107,5
2013,Broj,M,108,2
2013,Broj,M,109,3
2013,Broj,M,110,3
2013,Broj,M,111,2
2013,Broj,M,112,11
2013,Broj,M,113,16
2013,Broj,M,114,0
2013,Broj,M,115,0
2013,Broj,M,116,0
2013,Broj,M,117,0
2013,Broj,M,118,0
2013,Broj,M,119,0
2013,Broj,M,120,0
2013,Broj,M,Unknown,0
2013,Broj,M,Total,1732270
1971,Broj,Ž,0,38333
1971,Broj,Ž,1,38296
1971,Broj,Ž,2,38840
1971,Broj,Ž,3,40730
1971,Broj,Ž,4,42177
1971,Broj,Ž,5,42916
1971,Broj,Ž,6,43197
1971,Broj,Ž,7,43242
1971,Broj,Ž,8,43635
1971,Broj,Ž,9,43949
1971,Broj,Ž,10,45073
1971,Broj,Ž,11,43500
1971,Broj,Ž,12,44865
1971,Broj,Ž,13,41522
1971,Broj,Ž,14,42173
1971,Broj,Ž,15,42277
1971,Broj,Ž,16,44465
1971,Broj,Ž,17,40366
1971,Broj,Ž,18,43071
1971,Broj,Ž,19,31993
1971,Broj,Ž,20,34938
1971,Broj,Ž,21,34050
1971,Broj,Ž,22,30806
1971,Broj,Ž,23,28458
1971,Broj,Ž,24,28992
1971,Broj,Ž,25,22036
1971,Broj,Ž,26,21800
1971,Broj,Ž,27,22022
1971,Broj,Ž,28,23587
1971,Broj,Ž,29,26558
1971,Broj,Ž,30,28718
1971,Broj,Ž,31,30492
1971,Broj,Ž,32,29326
1971,Broj,Ž,33,30031
1971,Broj,Ž,34,30291
1971,Broj,Ž,35,30125
1971,Broj,Ž,36,29644
1971,Broj,Ž,37,29124
1971,Broj,Ž,38,27977
1971,Broj,Ž,39,24577
1971,Broj,Ž,40,26502
1971,Broj,Ž,41,25610
1971,Broj,Ž,42,25976
1971,Broj,Ž,43,23389
1971,Broj,Ž,44,22758
1971,Broj,Ž,45,21832
1971,Broj,Ž,46,19948
1971,Broj,Ž,47,18754
1971,Broj,Ž,48,19609
1971,Broj,Ž,49,16081
1971,Broj,Ž,50,18945
1971,Broj,Ž,51,15778
1971,Broj,Ž,52,10112
1971,Broj,Ž,53,8337
1971,Broj,Ž,54,7599
1971,Broj,Ž,55,10145
1971,Broj,Ž,56,15395
1971,Broj,Ž,57,13164
1971,Broj,Ž,58,14739
1971,Broj,Ž,59,12358
1971,Broj,Ž,60,15815
1971,Broj,Ž,61,12020
1971,Broj,Ž,62,10405
1971,Broj,Ž,63,10981
1971,Broj,Ž,64,10419
1971,Broj,Ž,65,10817
1971,Broj,Ž,66,9282
1971,Broj,Ž,67,7931
1971,Broj,Ž,68,7302
1971,Broj,Ž,69,6886
1971,Broj,Ž,70,12749
1971,Broj,Ž,71,6088
1971,Broj,Ž,72,4344
1971,Broj,Ž,73,3632
1971,Broj,Ž,74,3600
1971,Broj,Ž,75,3888
1971,Broj,Ž,76,2871
1971,Broj,Ž,77,2345
1971,Broj,Ž,78,2555
1971,Broj,Ž,79,1889
1971,Broj,Ž,80,2540
1971,Broj,Ž,81,1540
1971,Broj,Ž,82,1703
1971,Broj,Ž,83,1083
1971,Broj,Ž,84,986
1971,Broj,Ž,85,1171
1971,Broj,Ž,86,801
1971,Broj,Ž,87,530
1971,Broj,Ž,88,531
1971,Broj,Ž,89,443
1971,Broj,Ž,90,612
1971,Broj,Ž,91,288
1971,Broj,Ž,92,210
1971,Broj,Ž,93,122
1971,Broj,Ž,94,151
1971,Broj,Ž,95,206
1971,Broj,Ž,96,119
1971,Broj,Ž,97,95
1971,Broj,Ž,98,72
1971,Broj,Ž,99,22
1971,Broj,Ž,100,47
1971,Broj,Ž,101,0
1971,Broj,Ž,102,0
1971,Broj,Ž,103,0
1971,Broj,Ž,104,0
1971,Broj,Ž,105,0
1971,Broj,Ž,106,0
1971,Broj,Ž,107,0
1971,Broj,Ž,108,0
1971,Broj,Ž,109,0
1971,Broj,Ž,110,0
1971,Broj,Ž,111,0
1971,Broj,Ž,112,0
1971,Broj,Ž,113,0
1971,Broj,Ž,114,0
1971,Broj,Ž,115,0
1971,Broj,Ž,116,0
1971,Broj,Ž,117,0
1971,Broj,Ž,118,0
1971,Broj,Ž,119,0
1971,Broj,Ž,120,0
1971,Broj,Ž,Unknown,7217
1971,Broj,Ž,Total,1911511
1981,Broj,Ž,0,36928
1981,Broj,Ž,1,35918
1981,Broj,Ž,2,34400
1981,Broj,Ž,3,35131
1981,Broj,Ž,4,36461
1981,Broj,Ž,5,36870
1981,Broj,Ž,6,36414
1981,Broj,Ž,7,35998
1981,Broj,Ž,8,36734
1981,Broj,Ž,9,37465
1981,Broj,Ž,10,36009
1981,Broj,Ž,11,36809
1981,Broj,Ž,12,38183
1981,Broj,Ž,13,39546
1981,Broj,Ž,14,41164
1981,Broj,Ž,15,42119
1981,Broj,Ž,16,42097
1981,Broj,Ž,17,42150
1981,Broj,Ž,18,42438
1981,Broj,Ž,19,42094
1981,Broj,Ž,20,41919
1981,Broj,Ž,21,39117
1981,Broj,Ž,22,39731
1981,Broj,Ž,23,36262
1981,Broj,Ž,24,36622
1981,Broj,Ž,25,35675
1981,Broj,Ž,26,37711
1981,Broj,Ž,27,34018
1981,Broj,Ž,28,37478
1981,Broj,Ž,29,28161
1981,Broj,Ž,30,31775
1981,Broj,Ž,31,30895
1981,Broj,Ž,32,28357
1981,Broj,Ž,33,26034
1981,Broj,Ž,34,27263
1981,Broj,Ž,35,20484
1981,Broj,Ž,36,20382
1981,Broj,Ž,37,20826
1981,Broj,Ž,38,22353
1981,Broj,Ž,39,25262
1981,Broj,Ž,40,27163
1981,Broj,Ž,41,28932
1981,Broj,Ž,42,27709
1981,Broj,Ž,43,28600
1981,Broj,Ž,44,28883
1981,Broj,Ž,45,28554
1981,Broj,Ž,46,28077
1981,Broj,Ž,47,27555
1981,Broj,Ž,48,26447
1981,Broj,Ž,49,23408
1981,Broj,Ž,50,25237
1981,Broj,Ž,51,24109
1981,Broj,Ž,52,24675
1981,Broj,Ž,53,22435
1981,Broj,Ž,54,21560
1981,Broj,Ž,55,20851
1981,Broj,Ž,56,18946
1981,Broj,Ž,57,17649
1981,Broj,Ž,58,18498
1981,Broj,Ž,59,14569
1981,Broj,Ž,60,17710
1981,Broj,Ž,61,14450
1981,Broj,Ž,62,8812
1981,Broj,Ž,63,7289
1981,Broj,Ž,64,6505
1981,Broj,Ž,65,8565
1981,Broj,Ž,66,13025
1981,Broj,Ž,67,11059
1981,Broj,Ž,68,12311
1981,Broj,Ž,69,9392
1981,Broj,Ž,70,12147
1981,Broj,Ž,71,8626
1981,Broj,Ž,72,7428
1981,Broj,Ž,73,7618
1981,Broj,Ž,74,7034
1981,Broj,Ž,75,7148
1981,Broj,Ž,76,5751
1981,Broj,Ž,77,4829
1981,Broj,Ž,78,4214
1981,Broj,Ž,79,3223
1981,Broj,Ž,80,7755
1981,Broj,Ž,81,2529
1981,Broj,Ž,82,1819
1981,Broj,Ž,83,1533
1981,Broj,Ž,84,1371
1981,Broj,Ž,85,1317
1981,Broj,Ž,86,953
1981,Broj,Ž,87,734
1981,Broj,Ž,88,957
1981,Broj,Ž,89,491
1981,Broj,Ž,90,656
1981,Broj,Ž,91,335
1981,Broj,Ž,92,354
1981,Broj,Ž,93,207
1981,Broj,Ž,94,251
1981,Broj,Ž,95,203
1981,Broj,Ž,96,145
1981,Broj,Ž,97,123
1981,Broj,Ž,98,130
1981,Broj,Ž,99,84
1981,Broj,Ž,100,83
1981,Broj,Ž,101,0
1981,Broj,Ž,102,0
1981,Broj,Ž,103,0
1981,Broj,Ž,104,0
1981,Broj,Ž,105,0
1981,Broj,Ž,106,0
1981,Broj,Ž,107,0
1981,Broj,Ž,108,0
1981,Broj,Ž,109,0
1981,Broj,Ž,110,0
1981,Broj,Ž,111,0
1981,Broj,Ž,112,0
1981,Broj,Ž,113,0
1981,Broj,Ž,114,0
1981,Broj,Ž,115,0
1981,Broj,Ž,116,0
1981,Broj,Ž,117,0
1981,Broj,Ž,118,0
1981,Broj,Ž,119,0
1981,Broj,Ž,120,0
1981,Broj,Ž,Unknown,5067
1981,Broj,Ž,Total,2073343
1991,Broj,Ž,0,31414
1991,Broj,Ž,1,32148
1991,Broj,Ž,2,32343
1991,Broj,Ž,3,33322
1991,Broj,Ž,4,32660
1991,Broj,Ž,5,33736
1991,Broj,Ž,6,33820
1991,Broj,Ž,7,33884
1991,Broj,Ž,8,34046
1991,Broj,Ž,9,33905
1991,Broj,Ž,10,34005
1991,Broj,Ž,11,33907
1991,Broj,Ž,12,33194
1991,Broj,Ž,13,33750
1991,Broj,Ž,14,34802
1991,Broj,Ž,15,35166
1991,Broj,Ž,16,34677
1991,Broj,Ž,17,34429
1991,Broj,Ž,18,34920
1991,Broj,Ž,19,35524
1991,Broj,Ž,20,33087
1991,Broj,Ž,21,33724
1991,Broj,Ž,22,33774
1991,Broj,Ž,23,34951
1991,Broj,Ž,24,35731
1991,Broj,Ž,25,35700
1991,Broj,Ž,26,35168
1991,Broj,Ž,27,35016
1991,Broj,Ž,28,35490
1991,Broj,Ž,29,36361
1991,Broj,Ž,30,36588
1991,Broj,Ž,31,35126
1991,Broj,Ž,32,36231
1991,Broj,Ž,33,33464
1991,Broj,Ž,34,33802
1991,Broj,Ž,35,33319
1991,Broj,Ž,36,35519
1991,Broj,Ž,37,31429
1991,Broj,Ž,38,35443
1991,Broj,Ž,39,26835
1991,Broj,Ž,40,29878
1991,Broj,Ž,41,29535
1991,Broj,Ž,42,26608
1991,Broj,Ž,43,24709
1991,Broj,Ž,44,26249
1991,Broj,Ž,45,19082
1991,Broj,Ž,46,19185
1991,Broj,Ž,47,19573
1991,Broj,Ž,48,20574
1991,Broj,Ž,49,23758
1991,Broj,Ž,50,25885
1991,Broj,Ž,51,26981
1991,Broj,Ž,52,25847
1991,Broj,Ž,53,26871
1991,Broj,Ž,54,26418
1991,Broj,Ž,55,26558
1991,Broj,Ž,56,26201
1991,Broj,Ž,57,25247
1991,Broj,Ž,58,23845
1991,Broj,Ž,59,22241
1991,Broj,Ž,60,23177
1991,Broj,Ž,61,22057
1991,Broj,Ž,62,21420
1991,Broj,Ž,63,20043
1991,Broj,Ž,64,19026
1991,Broj,Ž,65,17955
1991,Broj,Ž,66,16199
1991,Broj,Ž,67,15056
1991,Broj,Ž,68,14797
1991,Broj,Ž,69,12643
1991,Broj,Ž,70,13315
1991,Broj,Ž,71,11203
1991,Broj,Ž,72,6108
1991,Broj,Ž,73,5067
1991,Broj,Ž,74,4336
1991,Broj,Ž,75,5350
1991,Broj,Ž,76,7924
1991,Broj,Ž,77,6581
1991,Broj,Ž,78,6676
1991,Broj,Ž,79,5136
1991,Broj,Ž,80,5529
1991,Broj,Ž,81,4061
1991,Broj,Ž,82,3150
1991,Broj,Ž,83,2978
1991,Broj,Ž,84,2470
1991,Broj,Ž,85,2224
1991,Broj,Ž,86,1797
1991,Broj,Ž,87,1364
1991,Broj,Ž,88,1048
1991,Broj,Ž,89,745
1991,Broj,Ž,90,967
1991,Broj,Ž,91,418
1991,Broj,Ž,92,263
1991,Broj,Ž,93,187
1991,Broj,Ž,94,127
1991,Broj,Ž,95,114
1991,Broj,Ž,96,76
1991,Broj,Ž,97,65
1991,Broj,Ž,98,45
1991,Broj,Ž,99,29
1991,Broj,Ž,100,37
1991,Broj,Ž,101,19
1991,Broj,Ž,102,10
1991,Broj,Ž,103,14
1991,Broj,Ž,104,5
1991,Broj,Ž,105,5
1991,Broj,Ž,106,3
1991,Broj,Ž,107,3
1991,Broj,Ž,108,1
1991,Broj,Ž,109,1
1991,Broj,Ž,110,4
1991,Broj,Ž,111,2
1991,Broj,Ž,112,1
1991,Broj,Ž,113,1
1991,Broj,Ž,114,2
1991,Broj,Ž,115,2
1991,Broj,Ž,116,0
1991,Broj,Ž,117,0
1991,Broj,Ž,118,0
1991,Broj,Ž,119,0
1991,Broj,Ž,120,0
1991,Broj,Ž,Unknown,53747
1991,Broj,Ž,Total,2193238
2013,Broj,Ž,0,16083
2013,Broj,Ž,1,16740
2013,Broj,Ž,2,16687
2013,Broj,Ž,3,17460
2013,Broj,Ž,4,17652
2013,Broj,Ž,5,17538
2013,Broj,Ž,6,17000
2013,Broj,Ž,7,17103
2013,Broj,Ž,8,17218
2013,Broj,Ž,9,17240
2013,Broj,Ž,10,17601
2013,Broj,Ž,11,17848
2013,Broj,Ž,12,18804
2013,Broj,Ž,13,19314
2013,Broj,Ž,14,20455
2013,Broj,Ž,15,22113
2013,Broj,Ž,16,25155
2013,Broj,Ž,17,25017
2013,Broj,Ž,18,24591
2013,Broj,Ž,19,20966
2013,Broj,Ž,20,18779
2013,Broj,Ž,21,21883
2013,Broj,Ž,22,23484
2013,Broj,Ž,23,23317
2013,Broj,Ž,24,23710
2013,Broj,Ž,25,24520
2013,Broj,Ž,26,23973
2013,Broj,Ž,27,24410
2013,Broj,Ž,28,24468
2013,Broj,Ž,29,25699
2013,Broj,Ž,30,24816
2013,Broj,Ž,31,24869
2013,Broj,Ž,32,25000
2013,Broj,Ž,33,24849
2013,Broj,Ž,34,24506
2013,Broj,Ž,35,24477
2013,Broj,Ž,36,24662
2013,Broj,Ž,37,25367
2013,Broj,Ž,38,24448
2013,Broj,Ž,39,24167
2013,Broj,Ž,40,23975
2013,Broj,Ž,41,24626
2013,Broj,Ž,42,23848
2013,Broj,Ž,43,22878
2013,Broj,Ž,44,24216
2013,Broj,Ž,45,24811
2013,Broj,Ž,46,25750
2013,Broj,Ž,47,26464
2013,Broj,Ž,48,27078
2013,Broj,Ž,49,26738
2013,Broj,Ž,50,27178
2013,Broj,Ž,51,28521
2013,Broj,Ž,52,28105
2013,Broj,Ž,53,28144
2013,Broj,Ž,54,28474
2013,Broj,Ž,55,27181
2013,Broj,Ž,56,25712
2013,Broj,Ž,57,26625
2013,Broj,Ž,58,27287
2013,Broj,Ž,59,26156
2013,Broj,Ž,60,26573
2013,Broj,Ž,61,24676
2013,Broj,Ž,62,22355
2013,Broj,Ž,63,22779
2013,Broj,Ž,64,21898
2013,Broj,Ž,65,19700
2013,Broj,Ž,66,20555
2013,Broj,Ž,67,16012
2013,Broj,Ž,68,14354
2013,Broj,Ž,69,13882
2013,Broj,Ž,70,14350
2013,Broj,Ž,71,15308
2013,Broj,Ž,72,16801
2013,Broj,Ž,73,17753
2013,Broj,Ž,74,16389
2013,Broj,Ž,75,16063
2013,Broj,Ž,76,14882
2013,Broj,Ž,77,14308
2013,Broj,Ž,78,12871
2013,Broj,Ž,79,11740
2013,Broj,Ž,80,10033
2013,Broj,Ž,81,9067
2013,Broj,Ž,82,7441
2013,Broj,Ž,83,6934
2013,Broj,Ž,84,5392
2013,Broj,Ž,85,4758
2013,Broj,Ž,86,3547
2013,Broj,Ž,87,2852
2013,Broj,Ž,88,2153
2013,Broj,Ž,89,1657
2013,Broj,Ž,90,1268
2013,Broj,Ž,91,892
2013,Broj,Ž,92,593
2013,Broj,Ž,93,551
2013,Broj,Ž,94,247
2013,Broj,Ž,95,118
2013,Broj,Ž,96,93
2013,Broj,Ž,97,51
2013,Broj,Ž,98,73
2013,Broj,Ž,99,41
2013,Broj,Ž,100,30
2013,Broj,Ž,101,20
2013,Broj,Ž,102,20
2013,Broj,Ž,103,2.37%
2013,Broj,Ž,104,1
2013,Broj,Ž,105,6
2013,Broj,Ž,106,5
2013,Broj,Ž,107,3
2013,Broj,Ž,108,2
2013,Broj,Ž,109,1
2013,Broj,Ž,110,2
2013,Broj,Ž,111,1
2013,Broj,Ž,112,9
2013,Broj,Ž,113,15
2013,Broj,Ž,114,0
2013,Broj,Ž,115,0
2013,Broj,Ž,116,0
2013,Broj,Ž,117,0
2013,Broj,Ž,118,0
2013,Broj,Ž,119,0
2013,Broj,Ž,120,0
2013,Broj,Ž,Unknown,0
2013,Broj,Ž,Total,1798889
1971,% od ukupno,Oba spola,0,2.09
1971,% od ukupno,Oba spola,1,2.09
1971,% od ukupno,Oba spola,2,2.11
1971,% od ukupno,Oba spola,3,2.22
1971,% od ukupno,Oba spola,4,2.31
1971,% od ukupno,Oba spola,5,2.34
1971,% od ukupno,Oba spola,6,2.34
1971,% od ukupno,Oba spola,7,2.37
1971,% od ukupno,Oba spola,8,2.37
1971,% od ukupno,Oba spola,9,2.40
1971,% od ukupno,Oba spola,10,2.45
1971,% od ukupno,Oba spola,11,2.36
1971,% od ukupno,Oba spola,12,2.44
1971,% od ukupno,Oba spola,13,2.26
1971,% od ukupno,Oba spola,14,2.29
1971,% od ukupno,Oba spola,15,2.30
1971,% od ukupno,Oba spola,16,2.42
1971,% od ukupno,Oba spola,17,2.18
1971,% od ukupno,Oba spola,18,2.31
1971,% od ukupno,Oba spola,19,1.77
1971,% od ukupno,Oba spola,20,1.94
1971,% od ukupno,Oba spola,21,1.85
1971,% od ukupno,Oba spola,22,1.65
1971,% od ukupno,Oba spola,23,1.53
1971,% od ukupno,Oba spola,24,1.55
1971,% od ukupno,Oba spola,25,1.16
1971,% od ukupno,Oba spola,26,1.14
1971,% od ukupno,Oba spola,27,1.14
1971,% od ukupno,Oba spola,28,1.21
1971,% od ukupno,Oba spola,29,1.38
1971,% od ukupno,Oba spola,30,1.49
1971,% od ukupno,Oba spola,31,1.57
1971,% od ukupno,Oba spola,32,1.51
1971,% od ukupno,Oba spola,33,1.58
1971,% od ukupno,Oba spola,34,1.58
1971,% od ukupno,Oba spola,35,1.59
1971,% od ukupno,Oba spola,36,1.56
1971,% od ukupno,Oba spola,37,1.53
1971,% od ukupno,Oba spola,38,1.47
1971,% od ukupno,Oba spola,39,1.35
1971,% od ukupno,Oba spola,40,1.42
1971,% od ukupno,Oba spola,41,1.37
1971,% od ukupno,Oba spola,42,1.38
1971,% od ukupno,Oba spola,43,1.20
1971,% od ukupno,Oba spola,44,1.11
1971,% od ukupno,Oba spola,45,1.03
1971,% od ukupno,Oba spola,46,0.93
1971,% od ukupno,Oba spola,47,0.87
1971,% od ukupno,Oba spola,48,0.87
1971,% od ukupno,Oba spola,49,0.74
1971,% od ukupno,Oba spola,50,0.84
1971,% od ukupno,Oba spola,51,0.74
1971,% od ukupno,Oba spola,52,0.43
1971,% od ukupno,Oba spola,53,0.37
1971,% od ukupno,Oba spola,54,0.34
1971,% od ukupno,Oba spola,55,0.45
1971,% od ukupno,Oba spola,56,0.69
1971,% od ukupno,Oba spola,57,0.63
1971,% od ukupno,Oba spola,58,0.69
1971,% od ukupno,Oba spola,59,0.59
1971,% od ukupno,Oba spola,60,0.73
1971,% od ukupno,Oba spola,61,0.62
1971,% od ukupno,Oba spola,62,0.54
1971,% od ukupno,Oba spola,63,0.58
1971,% od ukupno,Oba spola,64,0.54
1971,% od ukupno,Oba spola,65,0.53
1971,% od ukupno,Oba spola,66,0.48
1971,% od ukupno,Oba spola,67,0.41
1971,% od ukupno,Oba spola,68,0.38
1971,% od ukupno,Oba spola,69,0.33
1971,% od ukupno,Oba spola,70,0.56
1971,% od ukupno,Oba spola,71,0.30
1971,% od ukupno,Oba spola,72,0.21
1971,% od ukupno,Oba spola,73,0.19
1971,% od ukupno,Oba spola,74,0.17
1971,% od ukupno,Oba spola,75,0.17
1971,% od ukupno,Oba spola,76,0.13
1971,% od ukupno,Oba spola,77,0.11
1971,% od ukupno,Oba spola,78,0.12
1971,% od ukupno,Oba spola,79,0.08
1971,% od ukupno,Oba spola,80,0.10
1971,% od ukupno,Oba spola,81,0.06
1971,% od ukupno,Oba spola,82,0.07
1971,% od ukupno,Oba spola,83,0.05
1971,% od ukupno,Oba spola,84,0.04
1971,% od ukupno,Oba spola,85,0.04
1971,% od ukupno,Oba spola,86,0.03
1971,% od ukupno,Oba spola,87,0.02
1971,% od ukupno,Oba spola,88,0.02
1971,% od ukupno,Oba spola,89,0.02
1971,% od ukupno,Oba spola,90,0.02
1971,% od ukupno,Oba spola,91,0.01
1971,% od ukupno,Oba spola,92,0.01
1971,% od ukupno,Oba spola,93,0.01
1971,% od ukupno,Oba spola,94,0.01
1971,% od ukupno,Oba spola,95,0.01
1971,% od ukupno,Oba spola,96,0.00
1971,% od ukupno,Oba spola,97,0.00
1971,% od ukupno,Oba spola,98,0.00
1971,% od ukupno,Oba spola,99,0.00
1971,% od ukupno,Oba spola,100,0.00
1971,% od ukupno,Oba spola,101,0.00
1971,% od ukupno,Oba spola,102,0.00
1971,% od ukupno,Oba spola,103,0.00
1971,% od ukupno,Oba spola,104,0.00
1971,% od ukupno,Oba spola,105,0.00
1971,% od ukupno,Oba spola,106,0.00
1971,% od ukupno,Oba spola,107,0.00
1971,% od ukupno,Oba spola,108,0.00
1971,% od ukupno,Oba spola,109,0.00
1971,% od ukupno,Oba spola,110,0.00
1971,% od ukupno,Oba spola,111,0.00
1971,% od ukupno,Oba spola,112,0.00
1971,% od ukupno,Oba spola,113,0.00
1971,% od ukupno,Oba spola,114,0.00
1971,% od ukupno,Oba spola,115,0.00
1971,% od ukupno,Oba spola,116,0.00
1971,% od ukupno,Oba spola,117,0.00
1971,% od ukupno,Oba spola,118,0.00
1971,% od ukupno,Oba spola,119,0.00
1971,% od ukupno,Oba spola,120,0.00
1971,% od ukupno,Oba spola,Unknown,0.38
1971,% od ukupno,Oba spola,Total,100.00
1981,% od ukupno,Oba spola,0,1.82
1981,% od ukupno,Oba spola,1,1.78
1981,% od ukupno,Oba spola,2,1.71
1981,% od ukupno,Oba spola,3,1.74
1981,% od ukupno,Oba spola,4,1.80
1981,% od ukupno,Oba spola,5,1.83
1981,% od ukupno,Oba spola,6,1.81
1981,% od ukupno,Oba spola,7,1.79
1981,% od ukupno,Oba spola,8,1.83
1981,% od ukupno,Oba spola,9,1.86
1981,% od ukupno,Oba spola,10,1.78
1981,% od ukupno,Oba spola,11,1.84
1981,% od ukupno,Oba spola,12,1.89
1981,% od ukupno,Oba spola,13,1.96
1981,% od ukupno,Oba spola,14,2.05
1981,% od ukupno,Oba spola,15,2.09
1981,% od ukupno,Oba spola,16,2.08
1981,% od ukupno,Oba spola,17,2.11
1981,% od ukupno,Oba spola,18,2.11
1981,% od ukupno,Oba spola,19,2.12
1981,% od ukupno,Oba spola,20,2.13
1981,% od ukupno,Oba spola,21,1.99
1981,% od ukupno,Oba spola,22,2.01
1981,% od ukupno,Oba spola,23,1.84
1981,% od ukupno,Oba spola,24,1.84
1981,% od ukupno,Oba spola,25,1.80
1981,% od ukupno,Oba spola,26,1.90
1981,% od ukupno,Oba spola,27,1.71
1981,% od ukupno,Oba spola,28,1.86
1981,% od ukupno,Oba spola,29,1.41
1981,% od ukupno,Oba spola,30,1.58
1981,% od ukupno,Oba spola,31,1.54
1981,% od ukupno,Oba spola,32,1.39
1981,% od ukupno,Oba spola,33,1.28
1981,% od ukupno,Oba spola,34,1.35
1981,% od ukupno,Oba spola,35,1.00
1981,% od ukupno,Oba spola,36,0.98
1981,% od ukupno,Oba spola,37,1.00
1981,% od ukupno,Oba spola,38,1.06
1981,% od ukupno,Oba spola,39,1.21
1981,% od ukupno,Oba spola,40,1.32
1981,% od ukupno,Oba spola,41,1.38
1981,% od ukupno,Oba spola,42,1.32
1981,% od ukupno,Oba spola,43,1.38
1981,% od ukupno,Oba spola,44,1.39
1981,% od ukupno,Oba spola,45,1.38
1981,% od ukupno,Oba spola,46,1.36
1981,% od ukupno,Oba spola,47,1.32
1981,% od ukupno,Oba spola,48,1.27
1981,% od ukupno,Oba spola,49,1.16
1981,% od ukupno,Oba spola,50,1.23
1981,% od ukupno,Oba spola,51,1.18
1981,% od ukupno,Oba spola,52,1.19
1981,% od ukupno,Oba spola,53,1.04
1981,% od ukupno,Oba spola,54,0.94
1981,% od ukupno,Oba spola,55,0.88
1981,% od ukupno,Oba spola,56,0.79
1981,% od ukupno,Oba spola,57,0.73
1981,% od ukupno,Oba spola,58,0.73
1981,% od ukupno,Oba spola,59,0.61
1981,% od ukupno,Oba spola,60,0.70
1981,% od ukupno,Oba spola,61,0.60
1981,% od ukupno,Oba spola,62,0.34
1981,% od ukupno,Oba spola,63,0.29
1981,% od ukupno,Oba spola,64,0.26
1981,% od ukupno,Oba spola,65,0.34
1981,% od ukupno,Oba spola,66,0.52
1981,% od ukupno,Oba spola,67,0.47
1981,% od ukupno,Oba spola,68,0.50
1981,% od ukupno,Oba spola,69,0.41
1981,% od ukupno,Oba spola,70,0.49
1981,% od ukupno,Oba spola,71,0.39
1981,% od ukupno,Oba spola,72,0.33
1981,% od ukupno,Oba spola,73,0.35
1981,% od ukupno,Oba spola,74,0.32
1981,% od ukupno,Oba spola,75,0.30
1981,% od ukupno,Oba spola,76,0.25
1981,% od ukupno,Oba spola,77,0.21
1981,% od ukupno,Oba spola,78,0.18
1981,% od ukupno,Oba spola,79,0.14
1981,% od ukupno,Oba spola,80,0.31
1981,% od ukupno,Oba spola,81,0.11
1981,% od ukupno,Oba spola,82,0.08
1981,% od ukupno,Oba spola,83,0.06
1981,% od ukupno,Oba spola,84,0.05
1981,% od ukupno,Oba spola,85,0.05
1981,% od ukupno,Oba spola,86,0.04
1981,% od ukupno,Oba spola,87,0.03
