Year,UNIT_MEASURE,SEX,AGE,Value
2045,NUMBER,_T,13,13376
2045,NUMBER,_T,14,13704
2045,NUMBER,_T,15,14045
2045,NUMBER,_T,16,14331
2045,NUMBER,_T,17,14568
2045,NUMBER,_T,18,14734
2045,NUMBER,_T,19,14818
2045,NUMBER,_T,20,14824
2045,NUMBER,_T,21,14771
2045,NUMBER,_T,22,14679
2045,NUMBER,_T,23,14563
2045,NUMBER,_T,24,14419
2045,NUMBER,_T,25,14476
2045,NUMBER,_T,26,12731
2045,NUMBER,_T,27,13524
2045,NUMBER,_T,28,13648
2045,NUMBER,_T,29,13919
2045,NUMBER,_T,30,13464
2045,NUMBER,_T,31,13624
2045,NUMBER,_T,32,14643
2045,NUMBER,_T,33,15270
2045,NUMBER,_T,34,14959
2045,NUMBER,_T,35,15531
2045,NUMBER,_T,36,15680
2045,NUMBER,_T,37,15566
2045,NUMBER,_T,38,14856
2045,NUMBER,_T,39,14978
2045,NUMBER,_T,40,15094
2045,NUMBER,_T,41,14941
2045,NUMBER,_T,42,15517
2045,NUMBER,_T,43,15500
2045,NUMBER,_T,44,16197
2045,NUMBER,_T,45,16680
2045,NUMBER,_T,46,17710
2045,NUMBER,_T,47,19531
2045,NUMBER,_T,48,23038
2045,NUMBER,_T,49,23252
2045,NUMBER,_T,50,23543
2045,NUMBER,_T,51,19306
2045,NUMBER,_T,52,18563
2045,NUMBER,_T,53,22187
2045,NUMBER,_T,54,24191
2045,NUMBER,_T,55,24251
2045,NUMBER,_T,56,24430
2045,NUMBER,_T,57,25654
2045,NUMBER,_T,58,25545
2045,NUMBER,_T,59,25846
2045,NUMBER,_T,60,26114
2045,NUMBER,_T,61,27305
2045,NUMBER,_T,62,26449
2045,NUMBER,_T,63,26572
2045,NUMBER,_T,64,27121
2045,NUMBER,_T,65,26634
2045,NUMBER,_T,66,26359
2045,NUMBER,_T,67,26406
2045,NUMBER,_T,68,26259
2045,NUMBER,_T,69,26812
2045,NUMBER,_T,70,25847
2045,NUMBER,_T,71,25368
2045,NUMBER,_T,72,24746
2045,NUMBER,_T,73,25176
2045,NUMBER,_T,74,24135
2045,NUMBER,_T,75,22571
2045,NUMBER,_T,76,23382
2045,NUMBER,_T,77,22788
2045,NUMBER,_T,78,22542
2045,NUMBER,_T,79,22088
2045,NUMBER,_T,80,21284
2045,NUMBER,_T,81,20017
2045,NUMBER,_T,82,19018
2045,NUMBER,_T,83,18315
2045,NUMBER,_T,84,16727
2045,NUMBER,_T,85,15180
2045,NUMBER,_T,86,13780
2045,NUMBER,_T,87,11756
2045,NUMBER,_T,88,9930
2045,NUMBER,_T,89,8855
2045,NUMBER,_T,90,7721
2045,NUMBER,_T,91,6291
2045,NUMBER,_T,92,5282
2045,NUMBER,_T,93,4016
2045,NUMBER,_T,94,2973
2045,NUMBER,_T,95,2375
2045,NUMBER,_T,96,1790
2045,NUMBER,_T,97,1233
2045,NUMBER,_T,98,983
2045,NUMBER,_T,99,559
2045,NUMBER,_T,100,373
2045,NUMBER,_T,101,244
2045,NUMBER,_T,102,166
2045,NUMBER,_T,103,121
2045,NUMBER,_T,104,81
2045,NUMBER,_T,105,53
2045,NUMBER,_T,106,29
2045,NUMBER,_T,107,16
2045,NUMBER,_T,108,8
2045,NUMBER,_T,109,4
2045,NUMBER,_T,110,2
2045,NUMBER,_T,111,1
2045,NUMBER,_T,112,0
2045,NUMBER,_T,113,0
2045,NUMBER,_T,114,0
2045,NUMBER,_T,115,0
2045,NUMBER,_T,116,0
2045,NUMBER,_T,117,0
2045,NUMBER,_T,118,0
2045,NUMBER,_T,119,0
2045,NUMBER,_T,120+,0
2050,NUMBER,_T,_T,1522418
2050,NUMBER,_T,0,9686
2050,NUMBER,_T,1,9760
2050,NUMBER,_T,2,9860
2050,NUMBER,_T,3,9983
2050,NUMBER,_T,4,10129
2050,NUMBER,_T,5,10294
