Year,Quarter,UNIT_MEASURE,SEX,AGE,Value
2021,Q4,%,_T,15 - 64,50.2
2021,Q4,%,_T,20 - 64,54.1
2021,Q4,%,_T,25 - 34,62.4
2021,Q4,%,_T,15 - 74,43.7
2021,Q4,%,_T,65 - 74,3.5
2021,Q4,%,M,15 - 89,52.1
2021,Q4,%,M,15 - 24,24.9
2021,Q4,%,M,25 - 49,77.8
2021,Q4,%,M,50 - 64,58.4
2021,Q4,%,M,65+,3.8
2021,Q4,%,M,15 - 64,62.4
2021,Q4,%,M,20 - 64,67.5
2021,Q4,%,M,25 - 34,73.9
2021,Q4,%,M,15 - 74,55.3
2021,Q4,%,M,65 - 74,5.3
2021,Q4,%,F,15 - 89,29.7
2021,Q4,%,F,15 - 24,15.6
2021,Q4,%,F,25 - 49,51.7
2021,Q4,%,F,50 - 64,28.0
2021,Q4,%,F,65+,1.6
2021,Q4,%,F,15 - 64,37.8
2021,Q4,%,F,20 - 64,40.7
2021,Q4,%,F,25 - 34,50.1
2021,Q4,%,F,15 - 74,32.4
2021,Q4,%,F,65 - 74,2.2
2022,Q1,%,_T,15 - 89,40.1
2022,Q1,%,_T,15 - 24,18.7
2022,Q1,%,_T,25 - 49,64.9
2022,Q1,%,_T,50 - 64,41.5
2022,Q1,%,_T,65+,2.8
2022,Q1,%,_T,15 - 64,49.7
2022,Q1,%,_T,20 - 64,53.5
2022,Q1,%,_T,25 - 34,60.0
2022,Q1,%,_T,15 - 74,43.1
2022,Q1,%,_T,65 - 74,3.9
2022,Q1,%,M,15 - 89,51.3
2022,Q1,%,M,15 - 24,23.7
2022,Q1,%,M,25 - 49,77.1
2022,Q1,%,M,50 - 64,56.2
2022,Q1,%,M,65+,4.3
2022,Q1,%,M,15 - 64,61.5
2022,Q1,%,M,20 - 64,66.4
2022,Q1,%,M,25 - 34,72.0
2022,Q1,%,M,15 - 74,54.3
2022,Q1,%,M,65 - 74,5.5
2022,Q1,%,F,15 - 89,29.4
2022,Q1,%,F,15 - 24,13.4
2022,Q1,%,F,25 - 49,52.1
2022,Q1,%,F,50 - 64,27.6
2022,Q1,%,F,65+,1.6
2022,Q1,%,F,15 - 64,37.7
2022,Q1,%,F,20 - 64,40.6
2022,Q1,%,F,25 - 34,47.3
2022,Q1,%,F,15 - 74,32.2
2022,Q1,%,F,65 - 74,2.4
2022,Q2,%,_T,15 - 89,40.0
2022,Q2,%,_T,15 - 24,18.6
2022,Q2,%,_T,25 - 49,65.0
2022,Q2,%,_T,50 - 64,41.1
2022,Q2,%,_T,65+,2.5
2022,Q2,%,_T,15 - 64,49.6
2022,Q2,%,_T,20 - 64,53.5
2022,Q2,%,_T,25 - 34,61.5
2022,Q2,%,_T,15 - 74,43.0
2022,Q2,%,_T,65 - 74,3.6
2022,Q2,%,M,15 - 89,51.7
2022,Q2,%,M,15 - 24,23.5
2022,Q2,%,M,25 - 49,79.0
2022,Q2,%,M,50 - 64,55.1
2022,Q2,%,M,65+,3.9
2022,Q2,%,M,15 - 64,62.1
2022,Q2,%,M,20 - 64,67.1
2022,Q2,%,M,25 - 34,76.4
2022,Q2,%,M,15 - 74,54.8
2022,Q2,%,M,65 - 74,5.3
2022,Q2,%,F,15 - 89,28.8
2022,Q2,%,F,15 - 24,13.4
2022,Q2,%,F,25 - 49,50.4
2022,Q2,%,F,50 - 64,27.9
2022,Q2,%,F,65+,1.5
2022,Q2,%,F,15 - 64,36.9
2022,Q2,%,F,20 - 64,39.8
2022,Q2,%,F,25 - 34,45.5
2022,Q2,%,F,15 - 74,31.5
2022,Q2,%,F,65 - 74,2.3
2022,Q3,%,_T,15 - 89,40.3
2022,Q3,%,_T,15 - 24,17.9
2022,Q3,%,_T,25 - 49,65.7
2022,Q3,%,_T,50 - 64,41.7
2022,Q3,%,_T,65+,2.3
2022,Q3,%,_T,15 - 64,50.1
2022,Q3,%,_T,20 - 64,54.0
2022,Q3,%,_T,25 - 34,62.6
2022,Q3,%,_T,15 - 74,43.4
2022,Q3,%,_T,65 - 74,3.3
2022,Q3,%,M,15 - 89,52.8
2022,Q3,%,M,15 - 24,24.1
2022,Q3,%,M,25 - 49,79.6
2022,Q3,%,M,50 - 64,58.1
2022,Q3,%,M,65+,4.0
2022,Q3,%,M,15 - 64,63.5
2022,Q3,%,M,20 - 64,68.6
2022,Q3,%,M,25 - 34,76.1
2022,Q3,%,M,15 - 74,56.0
2022,Q3,%,M,65 - 74,5.4
2022,Q3,%,F,15 - 89,28.4
2022,Q3,%,F,15 - 24,11.2
2022,Q3,%,F,25 - 49,51.3
2022,Q3,%,F,50 - 64,26.2
2022,Q3,%,F,65+,1.1
2022,Q3,%,F,15 - 64,36.5
2022,Q3,%,F,20 - 64,39.3
2022,Q3,%,F,25 - 34,48.2
2022,Q3,%,F,15 - 74,31.0
2022,Q3,%,F,65 - 74,1.7
2022,Q4,%,_T,15 - 89,40.7
2022,Q4,%,_T,15 - 24,18.1
2022,Q4,%,_T,25 - 49,65.5
2022,Q4,%,_T,50 - 64,43.3
2022,Q4,%,_T,65+,2.5
2022,Q4,%,_T,15 - 64,50.5
2022,Q4,%,_T,20 - 64,54.5
2022,Q4,%,_T,25 - 34,60.8
2022,Q4,%,_T,15 - 74,43.8
2022,Q4,%,_T,65 - 74,3.6
2022,Q4,%,M,15 - 89,52.8
2022,Q4,%,M,15 - 24,24.7
2022,Q4,%,M,25 - 49,78.5
2022,Q4,%,M,50 - 64,59.8
2022,Q4,%,M,65+,3.9
2022,Q4,%,M,15 - 64,63.5
2022,Q4,%,M,20 - 64,68.6
2022,Q4,%,M,25 - 34,72.1
2022,Q4,%,M,15 - 74,56.0
2022,Q4,%,M,65 - 74,5.2
2022,Q4,%,F,15 - 89,29.1
2022,Q4,%,F,15 - 24,11.1
2022,Q4,%,F,25 - 49,52.0
2022,Q4,%,F,50 - 64,27.7
2022,Q4,%,F,65+,1.5
2022,Q4,%,F,15 - 64,37.3
2022,Q4,%,F,20 - 64,40.2
2022,Q4,%,F,25 - 34,48.7
2022,Q4,%,F,15 - 74,31.8
2022,Q4,%,F,65 - 74,2.2
2023,Q1,%,_T,15 - 89,40.8
2023,Q1,%,_T,15 - 24,16.6
2023,Q1,%,_T,25 - 49,66.0
2023,Q1,%,_T,50 - 64,43.5
2023,Q1,%,_T,65+,2.9
2023,Q1,%,_T,15 - 64,50.8
2023,Q1,%,_T,20 - 64,54.9
2023,Q1,%,_T,25 - 34,61.8
2023,Q1,%,_T,15 - 74,44.1
2023,Q1,%,_T,65 - 74,4.3
2023,Q1,%,M,15 - 89,52.5
2023,Q1,%,M,15 - 24,22.0
2023,Q1,%,M,25 - 49,78.9
2023,Q1,%,M,50 - 64,58.5
2023,Q1,%,M,65+,4.7
2023,Q1,%,M,15 - 64,63.2
2023,Q1,%,M,20 - 64,68.3
2023,Q1,%,M,25 - 34,73.0
2023,Q1,%,M,15 - 74,55.7
2023,Q1,%,M,65 - 74,6.6
2023,Q1,%,F,15 - 89,29.7
2023,Q1,%,F,15 - 24,10.9
2023,Q1,%,F,25 - 49,52.6
2023,Q1,%,F,50 - 64,29.3
2023,Q1,%,F,65+,1.6
2023,Q1,%,F,15 - 64,38.3
2023,Q1,%,F,20 - 64,41.3
2023,Q1,%,F,25 - 34,49.8
2023,Q1,%,F,15 - 74,32.6
2023,Q1,%,F,65 - 74,2.5
2023,Q2,%,_T,15 - 89,41.2
2023,Q2,%,_T,15 - 24,16.4
2023,Q2,%,_T,25 - 49,67.1
2023,Q2,%,_T,50 - 64,43.5
2023,Q2,%,_T,65+,2.7
2023,Q2,%,_T,15 - 64,51.3
2023,Q2,%,_T,20 - 64,55.4
2023,Q2,%,_T,25 - 34,64.2
2023,Q2,%,_T,15 - 74,44.2
2023,Q2,%,_T,65 - 74,4.1
2023,Q2,%,M,15 - 89,52.9
2023,Q2,%,M,15 - 24,22.3
2023,Q2,%,M,25 - 49,81.0
2023,Q2,%,M,50 - 64,57.0
2023,Q2,%,M,65+,4.2
2023,Q2,%,M,15 - 64,63.9
2023,Q2,%,M,20 - 64,69.0
2023,Q2,%,M,25 - 34,77.6
2023,Q2,%,M,15 - 74,56.3
2023,Q2,%,M,65 - 74,6.1
2023,Q2,%,F,15 - 89,29.9
2023,Q2,%,F,15 - 24,10.2
2023,Q2,%,F,25 - 49,52.5
2023,Q2,%,F,50 - 64,30.7
2023,Q2,%,F,65+,1.5
2023,Q2,%,F,15 - 64,38.6
2023,Q2,%,F,20 - 64,41.6
2023,Q2,%,F,25 - 34,50.0
2023,Q2,%,F,15 - 74,32.8
2023,Q2,%,F,65 - 74,2.4
2023,Q3,%,_T,15 - 89,41.8
2023,Q3,%,_T,15 - 24,17.9
2023,Q3,%,_T,25 - 49,67.5
2023,Q3,%,_T,50 - 64,44.8
2023,Q3,%,_T,65+,2.4
2023,Q3,%,_T,15 - 64,52.2
2023,Q3,%,_T,20 - 64,56.3
2023,Q3,%,_T,25 - 34,63.8
2023,Q3,%,_T,15 - 74,45.1
2023,Q3,%,_T,65 - 74,3.4
2023,Q3,%,M,15 - 89,53.4
2023,Q3,%,M,15 - 24,23.7
2023,Q3,%,M,25 - 49,81.7
2023,Q3,%,M,50 - 64,57.6
2023,Q3,%,M,65+,3.4
2023,Q3,%,M,15 - 64,64.6
2023,Q3,%,M,20 - 64,69.8
2023,Q3,%,M,25 - 34,77.8
2023,Q3,%,M,15 - 74,56.7
2023,Q3,%,M,65 - 74,4.6
2023,Q3,%,F,15 - 89,30.7
2023,Q3,%,F,15 - 24,11.8
2023,Q3,%,F,25 - 49,52.6
2023,Q3,%,F,50 - 64,32.6
2023,Q3,%,F,65+,1.6
2023,Q3,%,F,15 - 64,39.5
2023,Q3,%,F,20 - 64,42.6
2023,Q3,%,F,25 - 34,48.8
2023,Q3,%,F,15 - 74,33.6
2023,Q3,%,F,65 - 74,2.4
2023,Q4,%,_T,15 - 89,32.0
2023,Q4,%,_T,15 - 24,13.2
2023,Q4,%,_T,25 - 49,53.0
2023,Q4,%,_T,50 - 64,30.6
2023,Q4,%,_T,15 - 64,39.0
2023,Q4,%,_T,20 - 64,41.9
2023,Q4,%,_T,25 - 34,48.2
2023,Q4,%,_T,15 - 74,34.0
2023,Q4,%,M,15 - 89,41.6
2023,Q4,%,M,15 - 24,16.6
2023,Q4,%,M,25 - 49,64.7
2023,Q4,%,M,50 - 64,41.8
2023,Q4,%,M,15 - 64,48.9
2023,Q4,%,M,20 - 64,52.7
2023,Q4,%,M,25 - 34,60.0
2023,Q4,%,M,15 - 74,43.6
2023,Q4,%,F,15 - 89,22.8
2023,Q4,%,F,25 - 49,41.2
2023,Q4,%,F,50 - 64,19.3
2023,Q4,%,F,15 - 64,28.8
2023,Q4,%,F,20 - 64,30.9
2023,Q4,%,F,25 - 34,36.3
2023,Q4,%,F,15 - 74,24.5
2024,Q1,%,_T,15 - 89,41.9
2024,Q1,%,_T,15 - 24,16.3
2024,Q1,%,_T,25 - 49,67.8
2024,Q1,%,_T,50 - 64,45.8
2024,Q1,%,_T,65+,3.1
2024,Q1,%,_T,15 - 64,52.5
2024,Q1,%,_T,20 - 64,56.8
2024,Q1,%,_T,25 - 34,64.1
2024,Q1,%,_T,15 - 74,45.4
2024,Q1,%,_T,65 - 74,4.6
2024,Q1,%,M,15 - 89,54.2
2024,Q1,%,M,15 - 24,21.7
2024,Q1,%,M,25 - 49,82.8
2024,Q1,%,M,50 - 64,59.9
2024,Q1,%,M,65+,4.8
2024,Q1,%,M,15 - 64,65.8
2024,Q1,%,M,20 - 64,71.2
2024,Q1,%,M,25 - 34,77.3
2024,Q1,%,M,15 - 74,57.8
2024,Q1,%,M,65 - 74,6.8
2024,Q1,%,F,15 - 89,30.2
2024,Q1,%,F,15 - 24,10.5
2024,Q1,%,F,25 - 49,52.2
2024,Q1,%,F,50 - 64,32.3
2024,Q1,%,F,65+,1.9
2024,Q1,%,F,15 - 64,39.1
2024,Q1,%,F,20 - 64,42.1
2024,Q1,%,F,25 - 34,50.0
2024,Q1,%,F,15 - 74,33.2
2024,Q1,%,F,65 - 74,2.9
2024,Q2,%,_T,15 - 89,42.5
2024,Q2,%,_T,15 - 24,15.3
2024,Q2,%,_T,25 - 49,69.1
2024,Q2,%,_T,50 - 64,46.9
2024,Q2,%,_T,65+,2.7
2024,Q2,%,_T,15 - 64,53.4
2024,Q2,%,_T,20 - 64,57.7
2024,Q2,%,_T,25 - 34,66.6
2024,Q2,%,_T,15 - 74,46.0
2024,Q2,%,_T,65 - 74,4.1
2024,Q2,%,M,15 - 89,54.1
2024,Q2,%,M,15 - 24,21.0
2024,Q2,%,M,25 - 49,82.9
2024,Q2,%,M,50 - 64,59.6
2024,Q2,%,M,65+,4.8
2024,Q2,%,M,15 - 64,65.6
2024,Q2,%,M,20 - 64,71.0
2024,Q2,%,M,25 - 34,78.6
2024,Q2,%,M,15 - 74,57.7
2024,Q2,%,M,65 - 74,6.9
2024,Q2,%,F,15 - 89,31.4
2024,Q2,%,F,15 - 24,9.2
2024,Q2,%,F,25 - 49,54.7
2024,Q2,%,F,50 - 64,34.7
2024,Q2,%,F,15 - 64,41.0
2024,Q2,%,F,20 - 64,44.3
2024,Q2,%,F,25 - 34,53.7
2024,Q2,%,F,15 - 74,34.6
